ISO_Code,Year,Countries,SUMMARY INDEX,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting
a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,RGDP Per Capita
TGO,2013,Togo,6.25,122.0,4.0,6.9676470588235295,16.31,8.447262339101806,6.198547215496368,4.0,36.0,7.0,35,,,7.0,6.603727349481334,,3.8,7.994002801418434,0.0,5.0,3.147057394928062,1.9429854932592634,6.947785040189133,8.2020811607565,0.8974358974358975,4.391842115225646,9.27015784510084,3.6492107744958036,9.22258450114462,1.943538747138449,9.645305514157878,1.7734724292106137,0.0,7.034511965100835,7.253333333333333,4.12,7.62,11.9,7.2867999999999995,6.783,7.3867111111111114,6.250770226950349,6.341491468980378,6.2961308479653635,10.0,7.1606656158392425,0.7692307692307693,1.6593846197276347,3.1964270015992153,6.719817240168923,5.0,10.0,10.0,8.333333333333334,1.6666666666666656,5.196786465721033,7.488576257683217,8.0,7.006901538445476,0.0,4.8931551547527325,5.461206543735234,1.5555555555555558,8.560017194428932,6.634180371023297,8.199237207014841,6.973481853691235,6.230613120908182,6.485700536331415,1426.0
TTO,2013,Trinidad & Tob.,6.77,86.0,3.0,6.270588235294118,18.68,8.41899830719149,6.302276212607231,0.0,61.37,9.0,25,5.0,39,7.0,5.422396635621402,5.999644592651366,3.8120354348421444,5.213455076101798,8.333333333333334,3.33,2.964498046985436,6.243780052070488,3.4644996884675194,2.091688291362621,0.9743589743589743,4.546831848600759,8.679615990004912,6.6019200499754405,5.050341459698416,12.374146350753962,8.960036519068803,5.199817404655988,10.0,8.172498492193032,8.986666666666668,1.52,7.859999999999999,10.7,5.805600000000001,10.485999999999999,7.550755555555557,6.662021928166141,8.368110629325933,7.515066278746037,10.0,5.924930387862593,6.153846153846154,10.0,7.3595921805695825,8.106353503717795,8.0,9.045176236968393,9.0,8.681725412322798,10.0,4.5824041481481474,6.083007628115054,10.0,5.136214999973902,10.0,7.633604462706184,4.142050842773437,6.666666666666666,9.624456757242498,3.5790502682680154,6.8413113087390975,7.64604144175985,6.416596214241594,7.5773086964235254,31166.0
TUN,2013,Tunisia,6.35,119.0,4.0,5.4264705882352935,21.55,6.4111521088053935,13.671071760684208,7.0,23.1,7.0,35,4.0,44,5.5,6.0844056742601715,4.261439754360462,4.229206287170741,4.99294520821975,6.666666666666666,8.333333333333334,4.881959393311189,7.257791190350598,5.140627033623147,4.369246670749582,0.7948717948717948,4.999038586388863,9.03457398507054,4.827130074647301,9.59936391428244,1.0015902142938966,8.840291076216,5.798544618920005,0.0,6.868557243892244,8.833333333333332,1.75,6.8999999999999995,15.5,5.164,12.09,6.9657777777777765,4.857282015874378,7.574231567174255,6.215756791524317,10.0,5.893983047958224,0.7692307692307693,9.403179511789933,5.355464442992975,7.134249753073767,5.0,6.012212306247065,10.0,7.004070768749021,6.1000000000000005,4.188248920231264,5.312609201941617,10.0,7.755176153834103,3.0,6.059339046001163,4.180200864968926,5.111111111111111,9.603699393108903,4.535769473666427,9.398106316584464,8.385856988635325,6.869124024679192,6.644177946476458,10503.0
TUR,2013,Turkey,6.86,82.0,3.0,6.3,18.58,6.0325271392775734,15.060625398851307,7.0,23.21,7.0,35,7.0,35,7.0,6.583131784819393,3.4528587557426986,4.456694962847573,5.936298888450483,3.333333333333333,5.833333333333334,5.786381379018301,8.57175962590769,4.29956876193433,5.838991342770084,0.918918918918919,5.064796767593072,8.143022756133348,9.284886219333256,9.448872257507283,1.3778193562317937,8.50138193890452,7.493090305477395,10.0,9.023319238136288,9.486666666666666,0.77,7.84,10.8,0.49599999999999933,23.76,5.940888888888889,5.509819492673994,8.200424609460498,6.855122051067246,10.0,5.455761103805123,2.307692307692308,8.40754873995335,5.390334050483593,7.046586247609931,5.0,8.903470399533392,10.0,7.96782346651113,5.566666666666666,4.854354491804074,7.217575085234644,8.0,2.5172538461136824,1.0,4.859308348303178,4.125864480551108,6.666666666666666,9.579949474554999,5.219031996596146,8.156603095863842,7.466692218274885,6.869134655417941,6.565422156744083,19370.0
UGA,2013,Uganda,7.38,39.0,1.0,8.852941176470589,9.9,9.980324243522812,0.5722100262712779,10.0,14.0,5.0,40,3.0,50,4.0,8.20831635499835,3.3062656506602384,4.160181432591923,4.002777590266744,3.333333333333333,5.833333333333334,4.869959496839226,8.332683570873417,4.540469431376389,3.9532543910228957,0.9142857142857143,4.502002065761797,8.51956500251494,7.402174987425303,6.60245131889186,8.493871702770347,8.907119625684615,5.464401871576925,10.0,8.507283986772855,8.453333333333333,2.32,7.440000000000001,12.8,5.2383999999999995,11.904000000000002,7.043911111111111,5.680492907103826,5.8812314250868125,5.78086216609532,10.0,6.74722911303936,8.461538461538462,10.0,8.402922524859273,7.806923950516426,10.0,7.4874371859296485,9.0,8.829145728643217,10.0,6.5469375664350995,8.590839325004119,8.0,10,10.0,8.856296148573202,4.556188416874953,3.555555555555556,8.298983386049732,2.912113375496495,8.3864748311987,7.6572507682276605,5.89442772223385,7.85995653315009,1841.0
UKR,2013,Ukraine,6.05,127.0,4.0,5.435294117647059,21.52,3.458196927489304,24.508417276114255,10.0,11.42,10.0,17,4.0,41,7.0,6.473372761284091,1.6937492235098826,2.4543738392028804,2.829519296405487,8.333333333333334,6.666666666666666,4.802620499547011,8.83229811312781,2.7473166255881436,4.750189083245362,0.7567567567567568,4.207438940301392,8.358525969983361,8.207370150083193,8.033487921475594,4.916280196311014,9.944751381215465,-0.2762430939226732,0.0,6.584191318168605,9.353333333333332,0.97,9.1,4.5,7.948,5.13,8.800444444444445,5.108077038216604,5.984720421398142,5.546398729807374,10.0,4.132065038143032,0.0,5.863158989704312,3.3317413426157807,6.9196461292169,8.0,2.4777721858748536,10.0,6.825924061958285,5.566666666666666,4.881743652047456,6.530420835680179,6.0,9.251725384611369,0.0,5.371759423167611,3.1188605528242075,4.666666666666667,9.31504747141353,3.1604894085056516,9.857461845635616,6.076735736266415,6.032543613552015,6.076742366225971,10993.0
ARE,2013,Unit. Arab Em.,7.68,18.0,1.0,6.61470588235294,17.51,8.523877411022584,5.917369901547117,2.0,45.79,10.0,0,10.0,16,10.0,6.784645823343881,7.6823599900574955,6.571823193957923,7.43278425551312,8.333333333333334,6.666666666666666,5.330703767356938,9.896459277557707,8.651389815350319,9.19920594433767,0.5384615384615384,5.9627971148830055,8.696603278916136,6.516983605419324,5.970892023175454,10.072769942061365,9.779861719145524,1.100691404272382,10.0,8.611839255309278,9.993333333333332,0.01,9.059999999999999,4.7,7.368000000000001,6.58,8.80711111111111,7.516797133341534,9.140590683626243,8.328693908483888,10.0,7.807102981475191,5.833333333333334,5.3100307831284335,6.316822365978986,8.363156846393496,5.0,10.0,10.0,8.333333333333334,10.0,6.755697995945015,8.566536763222443,6.0,10,10.0,8.553705793194576,6.99709179997709,9.333333333333334,9.677689610733323,8.767464610498127,9.999638041016064,9.865488082386277,9.106784246324036,8.66460779095065,71240.0
GBR,2013,United Kingdom,7.96,8.0,1.0,4.944117647058823,23.19,5.205202721296195,18.096906012842965,10.0,14.06,6.0,45,2.0,64,4.0,6.037330092088754,8.668811038782108,7.3611752208755945,8.698251070591962,10.0,8.333333333333334,4.746843340605384,8.081594702399673,7.678392324549744,6.742573892567538,1.0,7.812330547078371,9.657211078311668,-1.7139446084416532,9.751734516022438,0.620663709943901,9.489090662691343,2.55454668654329,10.0,9.724509064256363,9.64,0.54,8.9,5.5,6.215999999999999,9.46,8.252,6.084805032351369,9.119191675774875,7.601998354063122,10.0,8.029777799293427,4.615384615384616,9.071302587844404,7.238821667507483,8.27320500539265,10.0,4.748755092802172,8.0,7.58291836426739,8.9,5.7639786818867265,8.07024934166241,8.0,8.532230562122297,10.0,8.211076430945239,4.764459567911603,7.777777777777778,9.804749468935443,7.880618181929795,9.20487038653103,8.766974088540874,8.03324157860442,7.942412124605684,37702.0
USA,2013,United States,7.74,12.0,1.0,6.411764705882353,18.2,6.076996276805957,14.897423664122137,8.0,17.69,5.0,43-50,5.0,43-50,5.0,6.372190245672078,6.836604019824003,6.091506303479143,7.2488381440736225,6.666666666666666,8.333333333333334,5.44611836597706,8.923824620628697,7.891955907345266,5.331723316652569,1.0,6.974507853108928,8.176687780875527,9.116561095622355,9.797468281740391,0.50632929564902,9.707033468874679,1.4648326556266085,10.0,9.420297382872649,9.533333333333333,0.7,9.32,3.4,6.3824000000000005,9.044,8.411911111111111,5.60704995660978,9.324344096889117,7.4656970267494485,10.0,6.464455015428051,3.8461538461538463,0.5531282065758782,3.621245689385925,7.374713456811621,10.0,7.205250196229278,10.0,9.068416732076427,10.0,6.426262003927677,7.730151477090513,10.0,10,10.0,9.026068913503032,3.9856071996244573,8.0,9.808102062528535,6.236673930793951,9.635925559985136,8.038367868133209,7.617446103510882,8.570643916363448,50863.0
URY,2013,Uruguay,7.26,55.0,2.0,6.647058823529413,17.4,5.982860305345863,15.242902679380684,8.0,19.29,9.0,30,7.0,39,8.0,7.157479782218819,7.690398700040114,4.8961127555308455,6.4988091359733335,5.833333333333334,4.166666666666667,3.8462626317751263,6.451671664490753,5.137183541226852,4.692581560209424,1.0,5.468113332138496,8.13840912771367,9.307954361431658,9.399983467368354,1.5000413315791103,8.284972991989063,8.57513504005469,10.0,8.955841396767772,8.52,2.22,7.9,10.5,6.808,7.98,7.7426666666666675,5.909023044375541,8.032738589595066,6.970880816985304,10.0,7.138683620944093,7.6923076923076925,7.743794892062298,7.5249287351046945,8.059619054689167,5.0,8.57908513025053,10.0,7.859695043416843,5.566666666666666,3.2113566042825052,2.276975479523983,8.0,4.612422769201848,10.0,5.611236919945834,3.9678513541361493,5.333333333333333,9.546088044469485,7.222217791944767,6.823730315383571,6.502690142043205,6.565985163551752,6.678972375638143,18778.0
VEN,2013,Venezuela,3.32,157.0,4.0,7.062094910957084,15.988877302745916,5.773841961852861,16.01,0.0,70.32,7.0,34,5.0,41,6.0,4.708984218202486,0.1920618839272577,0.6370519828799632,0.8699594964372352,0.8333333333333333,1.6666666666666665,3.2121487669196807,8.19546155716705,1.214753015792847,1.4799966010929946,1.0,2.0334925893574476,2.768404259961122,36.15797870019439,3.758525228530944,15.60368692867264,1.872114496768165,40.639427516159174,5.0,3.349760996315058,8.446666666666667,2.33,7.340000000000001,13.3,6.7547999999999995,8.113000000000001,7.513822222222223,4.28064183608787,0.46939121149255225,2.375016523790211,0.0,2.2082926338879205,0.7692307692307693,7.190666685486419,3.3893966962017026,3.319558860553534,5.0,4.294699352100936,5.0,4.764899784033645,2.233333333333333,0.6833139172479348,4.532190904503357,4.0,,0.0,2.289767631016925,1.00390913513465,0.0,6.14249382639908,2.0470640396060436,4.997828246096384,1.1222134374942896,2.5522514474550744,3.2023062875018815,18795.0
VNM,2013,Vietnam,6.37,113.0,3.0,9.235294117647058,8.6,,,,,7.0,35,5.0,36,6.0,7.617647058823529,4.004807218932582,3.8941469367895127,4.342123715618258,5.0,6.666666666666666,5.687988777977335,8.725516720542798,4.4478309822646,5.863946940963519,0.8205128205128205,4.918725050060718,8.825793317961788,5.871033410191062,7.457995626104156,6.355010934739609,8.68154882036681,6.592255898165945,0.0,6.241334441108188,9.120000000000001,1.32,8.100000000000001,9.5,5.44,11.4,7.553333333333335,5.433968506080103,7.09257251542932,6.263270510754712,10.0,5.700220559712391,0.7692307692307693,0.7743794892062306,2.414610272716464,6.557803529201127,,8.287597039176745,10.0,9.143798519588373,7.766666666666666,4.855847746253543,6.902959628795474,10.0,2.5172538461136824,0.0,5.340454647971561,3.4700067974072875,5.111111111111111,8.855764247314944,3.6336768347095183,9.05894805178513,0.22546732006947023,5.05916239373291,6.514471853764282,5135.0
YEM,2013,"Yemen, Rep.",6.33,120.0,4.0,7.902941176470587,13.13,9.0203959600152,4.0951468267442195,6.0,29.06,10.0,15,8.0,27,9.0,7.980834284121447,2.130663609375,2.324770007871094,3.47139992,5.83,3.333333333333333,3.7808029901867455,9.049234260526612,2.1178390000000005,2.410379747578125,0.6153846153846154,3.091525129257646,9.689073786898238,-1.5546310655088158,4.883360933044292,12.79159766738927,7.806311569996086,10.96844215001957,10.0,8.094686572484655,8.919999999999998,1.62,8.5,7.5,7.9,5.25,8.44,4.7064485248177075,6.04716442347949,5.376806474148599,10.0,3.4142929397135413,6.923076923076923,0.9956307718365804,3.777666878209015,6.8986183380894035,,0.0,10.0,5.0,8.9,4.7475267831510415,8.055412789609374,8.0,2.5172538461136824,10.0,7.036698903145683,3.2990655270312503,0.0,8.022892646025086,1.8396639358924851,7.916596508978777,7.2200870359830605,4.716384275651777,5.5843610595991535,3847.0
ZMB,2013,Zambia,6.95,77.0,2.0,6.2,18.92,10.0,0.2420721374969741,4.0,31.44,7.0,35,4.0,43,5.5,6.425,4.5223427302631585,4.781928678202964,6.023461650219298,8.333333333333334,6.666666666666666,3.508418601888291,4.679061485764462,5.072290403508771,5.978081271417919,1.0,5.507287202362763,7.948862889155945,10.255685554220273,8.523712418002708,3.6907189549932307,8.604464789019254,6.977676054903739,10.0,8.769260024044478,7.5,3.75,7.359999999999999,13.2,5.723199999999999,10.692,6.861066666666666,5.794251318034288,2.579074150844645,4.186662734439467,10.0,6.964510677094443,9.230769230769232,10.0,8.731759969287891,7.444872342598506,5.0,6.637386769146309,10.0,7.2124622563821035,6.666666666666667,5.906671017100416,6.831533154278739,8.0,0,10.0,6.234145139674304,4.839506656045395,3.555555555555556,9.45680008570647,4.441035082851412,7.520894694781541,8.015949215197587,6.30495688168966,6.5838547592486885,3474.0
ZWE,2013,Zimbabwe,5.3,147.0,4.0,5.488235294117647,21.34,10.0,0.21,6.0,25.74,5.0,46,5.0,47,5.0,6.622058823529412,2.5081900908538173,3.2350906959123455,2.284086021980952,3.333333333333333,5.0,2.374700828758787,6.821422046902926,3.26724385264622,6.198007982547056,0.8378378378378378,3.575827462461876,7.29227277423345,13.53863612883275,5.616169909352645,10.959575226618387,9.673675596219473,1.6316220189026325,5.0,6.8955295699513925,6.193333333333333,5.71,6.640000000000001,16.8,0.31679999999999925,24.208000000000002,4.383377777777778,6.484154752288621,1.2873960935149307,3.8857754229017756,10.0,3.4115278659701427,0.0,8.850051305214054,4.087193057061399,5.589086564435238,8.0,0.0,0.0,2.6666666666666665,6.666666666666667,2.0259045174875845,2.6343112783517926,6.0,0,10.0,4.554480410417674,3.072185070093025,0.6666666666666663,5.9147003564071845,3.7799643650075936,4.986064579118467,7.287342994789921,4.284487338680476,3.8352114719216055,1801.0
ALB,2012,Albania,7.2,59.0,2.0,8.147058823529411,12.3,7.611650545911482,9.265242496504861,8.0,19.8,10.0,10,7.0,32,8.5,8.064677342360223,2.2202879166666665,3.229333791666667,3.0756115,8.333333333333334,4.166666666666667,4.338835052955138,5.727630428887355,4.492724666666667,5.418315583333334,0.9629629629629629,4.471492106644689,9.432127673000599,-2.8393616349970063,9.816833932698945,0.45791516825263934,9.594000000000001,2.03,10.0,9.710740401424886,9.613333333333333,0.58,9.24,3.8,8.0392,4.902,8.964177777777778,5.1140775000000005,7.447590541538801,6.280834020769401,10.0,5.034644125,4.615384615384616,0.0,3.216676246794872,7.115422011335513,5.0,6.167605087631156,10.0,7.055868362543719,5.566666666666666,5.6837255833333336,5.453824833333334,8.0,6.299740912913357,10.0,6.833992999374448,4.848194333333334,6.000000000000001,9.634281379445353,3.3573703619047617,,5.998270450991744,5.967623305135039,6.619161555684403,10344.0
DZA,2012,Algeria,4.95,149.0,4.0,0.3823529411764698,38.7,7.817129014432721,8.511136517031916,0.0,61.26,7.0,35,2.0,53,4.5,3.1748704889022976,3.6901885442176834,2.8066096624149672,3.7069410765306166,5.0,5.0,4.386015534180283,6.4754982532406125,4.577515964285716,5.103555078231285,0.7307692307692307,3.91791578010588,9.169656128035285,4.151719359823569,5.595407257576644,11.011481856058388,8.222000000000001,8.89,5.0,6.996765846402983,8.48,2.28,6.28,18.6,5.832000000000001,10.42,6.864000000000001,4.05059202210885,7.053280542672095,5.551936282390472,7.1978718013681275,3.7337715340136084,0.0,1.1062564131517565,1.6133426490551217,5.30678768320343,0.0,9.94174755684646,10.0,6.647249185615486,5.566666666666666,2.7559869047619,5.686969802721084,6.0,7.755176153834103,1.0,4.794133254663959,2.5068055952380996,1.3333333333333326,8.975566274700668,2.7111338492711385,6.879550845764057,4.944593763017581,4.558497276887479,5.333293239055641,13242.0
AGO,2012,Angola,5.28,141.0,4.0,1.7794117647058816,33.95,8.403203163755238,6.360244389018279,0.0,82.4,10.0,17,9.0,25,9.5,4.92065373211528,2.40196,2.461703333333333,2.9411766666666668,3.333333333333333,4.166666666666667,2.302200396601593,5.4041119270326226,3.285715,3.989898333333333,0.9629629629629629,3.3028777362536625,8.842996875738729,5.785015621306355,4.44875836240632,13.8781040939842,7.942,10.29,5.0,6.558438809536263,9.093333333333334,1.36,8.540000000000001,7.3,7.3136,6.716,8.315644444444445,4.558823333333334,4.125787280918021,4.342305307125677,10.0,3.4180675,2.307692307692308,0.0,1.9085866025641025,6.141634088533556,8.0,10.0,9.0,9.0,3.3333333333333344,3.186275,5.46875,4.0,0.6465673076420961,0.0,2.772487606829239,2.9411766666666668,1.5555555555555558,6.448806638763287,2.297055285714286,7.540182451468672,6.838969936077513,4.60362442237433,5.4587040097345225,8074.0
ARG,2012,Argentina,5.04,146.0,4.0,5.702941176470588,20.61,5.24341788916915,17.956656346749224,6.0,,7.0,35,1.0,58,4.0,5.236589766409935,2.2938914969834165,2.0978570309200584,2.4519766123680165,7.5,3.3,4.772538354454763,6.819396628063727,2.9321236726998494,4.3640559653092,0.9629629629629629,3.983924912185902,6.8168296271762285,15.915851864118856,9.364582496720846,1.5885437581978812,5.12,24.4,5.0,6.575353030974269,3.5933333333333337,9.61,7.5,12.5,5.8999999999999995,10.25,5.664444444444444,2.44780774208145,7.285163586091635,4.866485664086542,1.1967545638945225,3.8391342119155336,0.7692307692307693,4.6462769352373785,3.0848806387945604,3.7031413278050174,5.0,9.372,7.0,7.124,3.9,2.8645597601810002,2.7702013612367997,10.0,2.517253846113677,10.0,5.34200249458858,2.19782805279035,4.222222222222222,8.971860393960002,2.8021023556992004,4.576327009302989,5.460222780536853,4.705093802418603,5.72369876566906,19841.0
ARM,2012,Armenia,7.75,13.0,1.0,8.494117647058824,11.12,7.995039669080465,7.858204414474694,10.0,6.3,9.0,25,7.0,34,8.0,8.622289329034821,3.251128777777783,4.19086035042735,5.925755991452983,5.833333333333334,5.0,5.014408766455038,9.834834213822345,5.074950076923082,7.889837188034185,1.0,5.779456522025122,9.665126097935094,1.674369510324536,8.211887081841338,4.470282295396654,9.488,2.56,10.0,9.341253294944108,9.033333333333335,1.45,9.3,3.5,8.362,4.095,8.898444444444445,5.1413169914529835,7.6991195713369525,6.420218281394968,10.0,5.591834841880342,5.384615384615384,1.1062564131517565,4.027568879882494,7.336557901430477,10.0,9.151722694113293,10.0,9.717240898037764,6.666666666666667,6.328173974358967,7.364381,10.0,8.992707248515302,0.0,6.558654814923489,4.7666317008547,5.777777777777779,9.860378960127152,4.495638060805861,9.425849043075281,5.740455942232109,6.677788580812147,7.6512280979244665,8827.0
AUS,2012,Australia,7.96,8.0,1.0,4.411764705882353,25.0,6.785688023408688,12.296524954090117,10.0,11.82,6.0,45,5.0,47,5.5,6.67436318232276,7.90158432,5.755223046666668,7.058891146666667,10.0,9.166666666666666,6.163151928121415,8.271397244862868,8.306306813333334,7.275386466666665,1.0,7.766511959220476,9.021008490362226,4.894957548188872,9.150925551024198,2.1226861224395046,9.887999999999998,0.56,10.0,9.514983510346605,9.246666666666668,1.13,9.459999999999999,2.7,8.898399999999999,2.7540000000000004,9.201688888888889,6.345426000000001,8.91046066167946,7.627943330839731,10.0,7.30729604,4.615384615384616,0.11062564131517612,4.01110209889993,7.710183579657137,10.0,8.788644304339849,10.0,9.596214768113283,8.9,3.0828982133333334,4.556384946666666,6.0,7.92785491123148,10.0,6.744523011871913,2.9676376133333333,10.0,9.912605544257762,7.449437078095239,9.068772909620666,8.823020720879924,8.036912311031154,8.125883363672116,44871.0
AUT,2012,Austria,7.62,21.0,1.0,4.205882352941177,25.7,3.2923812239933214,25.116960907944513,10.0,12.69,4.0,50,3.0,54,3.5,5.2495658942336245,6.837838982843133,5.951822197303924,8.146518262254899,10.0,10.0,6.3789718336201195,8.100493939892425,8.212631375,8.323486009803917,1.0,7.994640288968714,8.896678681741443,5.516606591292783,9.75203320130209,0.6199169967447751,9.501999999999999,2.49,10.0,9.537677970760882,9.633333333333333,0.55,8.9,5.5,6.106,9.735,8.213111111111111,6.3416173480392155,8.91046066167946,7.626039004859338,10.0,6.385597087009809,3.076923076923077,6.416287196280189,5.292935786737692,7.783021475677035,8.0,9.08022633064428,10.0,9.02674211021476,10.0,3.860848833333333,2.3150708725490166,8.0,10,3.0,6.195986617647058,3.9188868088235336,8.88888888888889,8.99245304592141,6.956761901680673,7.654097398770873,8.1392518063435,7.425056641738146,7.549261789866655,43052.0
AZE,2012,Azerbaijan,6.32,113.0,3.0,5.6764705882352935,20.7,8.122631195289301,7.389943513288268,0.0,77.11,8.0,30,4.0,45,6.0,4.949775445881149,3.8038045648148167,4.633253546296292,4.964515601851851,5.833333333333334,5.833333333333334,7.554419475512407,9.627752768937757,5.535753652777783,7.8771201342592665,0.9230769230769231,5.946932308880005,9.187344129352176,4.063279353239113,3.468217211841541,16.329456970396148,9.788,1.06,5.0,6.860890335298429,9.093333333333334,1.36,8.18,9.1,6.6512,8.372,7.974844444444444,5.41932872685185,6.255895437574906,5.8376120822133775,10.0,5.411772162037033,4.615384615384616,0.0,3.342385592473883,6.788710529782926,5.0,10.0,9.0,8.0,8.333333333333334,6.531280310185182,7.3973781712963005,8.0,7.755176153834103,1.0,6.502861328108153,5.277721157407399,6.000000000000001,9.765379811029083,4.380426134126979,6.950524385051949,7.601204135888608,6.662542603917337,7.055134644008497,16407.0
BHS,2012,Bahamas,7.31,50.0,2.0,6.617647058823529,17.5,8.947548101888433,4.362498466069456,7.0,,10.0,0,10.0,9,10.0,8.141298790177991,,6.596738383,,10.0,7.5,5.490581382975648,3.716887054748526,,,0.9459459459459459,6.480818624573352,9.33355306645256,3.3322346677371995,9.381653080784302,1.5458672980392436,9.606,1.97,0.0,7.080301536809216,3.9333333333333336,9.1,2.8200000000000003,35.9,2.9636000000000013,17.590999999999998,3.2389777777777784,,7.759810551945546,7.759810551945546,10.0,,0.7692307692307693,7.965046174692648,4.367138471961709,6.341481700421259,10.0,5.8681995970131515,10.0,8.622733199004385,8.9,,,10.0,6.546424852052466,10.0,8.861606213013117,,5.555555555555555,9.138365056908276,,7.965073929142014,9.349859064867006,8.002213401618214,8.495517604545238,
BHR,2012,Bahrain,7.33,46.0,2.0,3.6470588235294117,27.6,9.30190735694823,3.062,4.0,,10.0,0,10.0,17,10.0,6.73724154511941,5.857567405660383,5.089920650157232,7.514981007861633,5.0,7.5,4.78581441757082,8.52660329705804,6.6532129591195,5.75116582232705,0.5365853658536586,4.838473889247349,9.627261933632012,1.8636903318399511,5.345007892977729,11.637480267555677,9.45,2.75,10.0,8.605567456652434,9.513333333333332,0.73,9.0,5.0,6.859999999999999,7.85,8.457777777777777,6.469158943396232,8.305666627244584,7.387412785320408,10.0,7.643568952044024,6.666666666666666,0.5531282065758782,4.954454608428857,7.699911292881761,10.0,9.388,10.0,9.796,8.333333333333334,5.448387759433967,8.181079430817617,8.0,10,10.0,8.327133420597486,5.668751113207549,7.777777777777778,8.959489467013734,7.086794404447442,9.924347208710323,9.596464247158831,8.168937369719275,8.764023596772253,40384.0
BGD,2012,Bangladesh,6.24,116.0,4.0,9.73529411764706,6.9,9.637864536960334,1.8290371493555724,7.0,20.4,9.0,25,9.0,25,9.0,8.843289663651849,2.39189354989385,3.694259519108283,3.925268486199583,4.166666666666667,3.333333333333333,0.941148344436631,3.1673215244734285,2.71588453503185,4.774569307855633,0.8148148148148148,2.934993658606921,8.536583306834737,7.317083465826313,9.57021501294105,1.074462467647376,8.756,6.22,0.0,6.715699579943947,6.273333333333333,5.59,7.120000000000001,14.4,6.371199999999999,9.072000000000001,6.588177777777777,5.615457541401266,5.8829844465595675,5.749220993980417,10.0,5.517639789808917,0.0,0.0,1.839213263269639,6.044153008756958,5.0,8.849,10.0,7.949666666666666,5.566666666666666,5.819607963906583,6.306235116772817,10.0,1.3660621301311653,10.0,6.509761979579539,3.6701780169851332,3.9999999999999996,9.454787546986035,2.0573719088868616,7.441264617266089,6.614783406721307,5.539730916140904,6.666386520795704,2697.0
BRB,2012,Barbados,6.67,92.0,3.0,6.8235294117647065,16.8,6.101252701522917,14.808402585410896,7.0,22.15,7.0,35,3.0,47,5.0,6.231195528321906,7.511505504065034,5.607367821138208,6.728887642276416,9.5,,3.8030033291227787,5.267633734818907,7.792608926829266,5.721396788617884,0.8717948717948718,6.075425438335579,8.97804648634912,-5.109767568254398,8.035189135183362,4.912027162041596,9.094,4.53,0.0,6.52680890538312,8.353333333333332,2.47,7.52,12.4,2.2128,19.468,6.028711111111111,6.31034363414635,8.91046066167946,7.610402147912906,10.0,7.143827943089432,0.0,10.0,5.714609314363145,7.33843064334679,8.0,4.131,10.0,7.377,8.9,5.181337341463417,6.434992284552851,10.0,5.683031065065583,10.0,7.699893448513642,5.294487861788616,5.333333333333333,9.348070272664332,6.444964484088262,4.984978702166659,7.343389627128973,6.458204046861695,7.178365831791779,10475.0
BLR,2012,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18564.0
BEL,2012,Belgium,7.35,42.0,2.0,2.3529411764705883,32.0,2.34230691322556,28.603733628462198,10.0,10.16,2.0,50-55,0.0,67-70,1.0,3.923812022424037,7.377462984220901,5.231474587278107,7.351332068047332,10.0,8.333333333333334,5.5832661283804965,4.61581608695774,7.723070547337283,7.558105509861933,1.0,7.085984582824125,9.314909926898496,3.425450365507521,9.851818815055726,0.3704529623606891,9.431999999999999,2.84,10.0,9.649682185488555,9.633333333333333,0.55,8.9,5.5,6.106,9.735,8.213111111111111,6.733135357001966,8.91046066167946,7.8217980093407125,10.0,7.139946283037476,4.615384615384616,6.416287196280189,6.057206031567428,8.023028788004812,10.0,8.573825456702902,10.0,9.524608485567635,8.9,2.9584723136094664,4.614869020710067,8.0,10,10.0,7.4122235557199225,2.7485207218934833,8.666666666666668,9.757641980580118,7.30682652547197,7.330529352915416,8.206507765150361,7.336115502113003,8.090982514466853,38907.0
