DATE,IP
1957-02-28,0.22181599999999999
1957-03-31,0.221547
1957-04-30,0.21858899999999998
1957-05-31,0.21778199999999998
1957-06-30,0.21832000000000001
1957-07-31,0.219665
1957-08-31,0.219665
1957-09-30,0.217783
1957-10-31,0.214556
1957-11-30,0.209448
1957-12-31,0.20541399999999999
1958-01-31,0.20165
1958-02-28,0.197349
1958-03-31,0.194929
1958-04-30,0.191702
1958-05-31,0.193584
1958-06-30,0.19869299999999998
1958-07-31,0.20165
1958-08-31,0.205683
1958-09-30,0.207566
1958-10-31,0.209985
1958-11-30,0.216169
1958-12-31,0.216438
1959-01-31,0.219665
1959-02-28,0.223966
1959-03-31,0.227193
1959-04-30,0.232032
1959-05-31,0.23552800000000002
1959-06-30,0.23579699999999998
1959-07-31,0.23015
1959-08-31,0.222353
1959-09-30,0.222084
1959-10-31,0.220471
1959-11-30,0.22181599999999999
1959-12-31,0.23552800000000002
1960-01-31,0.24171199999999998
1960-02-29,0.239561
1960-03-31,0.23741
1960-04-30,0.23552800000000002
1960-05-31,0.235259
1960-06-30,0.232301
1960-07-31,0.231495
1960-08-31,0.231226
1960-09-30,0.228806
1960-10-31,0.228537
1960-11-30,0.22531099999999998
1960-12-31,0.22100899999999998
1961-01-31,0.221278
1961-02-28,0.22100899999999998
1961-03-31,0.222353
1961-04-30,0.226924
1961-05-31,0.23041899999999998
1961-06-30,0.233646
1961-07-31,0.23633400000000002
1961-08-31,0.238485
1961-09-30,0.238217
1961-10-31,0.242787
1961-11-30,0.24655100000000002
1961-12-31,0.248702
1962-01-31,0.24655100000000002
1962-02-28,0.250584
1962-03-31,0.251929
1962-04-30,0.252466
1962-05-31,0.252197
1962-06-30,0.25166
1962-07-31,0.254079
1962-08-31,0.254348
1962-09-30,0.255962
1962-10-31,0.256231
1962-11-30,0.257306
1962-12-31,0.257306
1963-01-31,0.25918800000000003
1963-02-28,0.262146
1963-03-31,0.263759
1963-04-30,0.266179
1963-05-31,0.269405
1963-06-30,0.270212
1963-07-31,0.269136
1963-08-31,0.269674
1963-09-30,0.272362
1963-10-31,0.27424499999999996
1963-11-30,0.27558900000000003
1963-12-31,0.275051
1964-01-31,0.277471
1964-02-29,0.279353
1964-03-31,0.279353
1964-04-30,0.283924
1964-05-31,0.285537
1964-06-30,0.286344
1964-07-31,0.28822600000000004
1964-08-31,0.290108
1964-09-30,0.291183
1964-10-31,0.28715
1964-11-30,0.296023
1964-12-31,0.299518
1965-01-31,0.302744
1965-02-28,0.30462700000000004
1965-03-31,0.30866
1965-04-30,0.310004
1965-05-31,0.312424
1965-06-30,0.314844
1965-07-31,0.317801
1965-08-31,0.319145
1965-09-30,0.319952
1965-10-31,0.323179
1965-11-30,0.324523
1965-12-31,0.328556
1966-01-31,0.33178199999999997
1966-02-28,0.33393300000000004
1966-03-31,0.338504
1966-04-30,0.339042
1966-05-31,0.34226799999999996
1966-06-30,0.343881
1966-07-31,0.34576300000000004
1966-08-31,0.346032
1966-09-30,0.349259
1966-10-31,0.351678
1966-11-30,0.349258
1966-12-31,0.350065
1967-01-31,0.351716
1967-02-28,0.347727
1967-03-31,0.34576700000000005
1967-04-30,0.349028
1967-05-31,0.34598300000000004
1967-06-30,0.34594
1967-07-31,0.345152
1967-08-31,0.351765
1967-09-30,0.351194
1967-10-31,0.354054
1967-11-30,0.359118
1967-12-31,0.36298499999999995
1968-01-31,0.362595
1968-02-29,0.363894
1968-03-31,0.36503
1968-04-30,0.365558
1968-05-31,0.36965899999999996
1968-06-30,0.371017
1968-07-31,0.370448
1968-08-31,0.37148200000000003
1968-09-30,0.37288899999999997
1968-10-31,0.37362900000000004
1968-11-30,0.378462
1968-12-31,0.37965699999999997
1969-01-31,0.381954
1969-02-28,0.38439799999999996
1969-03-31,0.387412
1969-04-30,0.385987
1969-05-31,0.38452800000000004
1969-06-30,0.388285
1969-07-31,0.390334
1969-08-31,0.391231
1969-09-30,0.391143
1969-10-31,0.391258
1969-11-30,0.38756999999999997
1969-12-31,0.38653
1970-01-31,0.379372
1970-02-28,0.37912199999999996
1970-03-31,0.37863
1970-04-30,0.377656
1970-05-31,0.377216
1970-06-30,0.375996
1970-07-31,0.37691899999999995
1970-08-31,0.376247
1970-09-30,0.373654
1970-10-31,0.366179
1970-11-30,0.363961
1970-12-31,0.37232
1971-01-31,0.375184
1971-02-28,0.374469
1971-03-31,0.37406300000000003
1971-04-30,0.376164
1971-05-31,0.378073
1971-06-30,0.379658
1971-07-31,0.378556
1971-08-31,0.376359
1971-09-30,0.382476
1971-10-31,0.38533900000000004
1971-11-30,0.38697400000000004
1971-12-31,0.39144100000000004
1972-01-31,0.400823
1972-02-29,0.40485
1972-03-31,0.40771799999999997
1972-04-30,0.411759
1972-05-31,0.411792
1972-06-30,0.412864
1972-07-31,0.41247500000000004
1972-08-31,0.418173
1972-09-30,0.42137500000000006
1972-10-31,0.42680599999999996
1972-11-30,0.431838
1972-12-31,0.43668999999999997
1973-01-31,0.439874
1973-02-28,0.446275
1973-03-31,0.44643900000000003
1973-04-30,0.445779
1973-05-31,0.44872599999999996
1973-06-30,0.44926900000000003
1973-07-31,0.450921
1973-08-31,0.450305
1973-09-30,0.453912
1973-10-31,0.45754199999999995
1973-11-30,0.459606
1973-12-31,0.458321
1974-01-31,0.455297
1974-02-28,0.45398200000000005
1974-03-31,0.453907
1974-04-30,0.45253
1974-05-31,0.45618499999999995
1974-06-30,0.45535400000000004
1974-07-31,0.456196
1974-08-31,0.451411
1974-09-30,0.451475
1974-10-31,0.45006300000000005
1974-11-30,0.435222
1974-12-31,0.419572
1975-01-31,0.413766
1975-02-28,0.404317
1975-03-31,0.399919
1975-04-30,0.40066
1975-05-31,0.399521
1975-06-30,0.40204900000000005
1975-07-31,0.40618699999999996
1975-08-31,0.410204
1975-09-30,0.415526
1975-10-31,0.417303
1975-11-30,0.41788200000000003
1975-12-31,0.423527
1976-01-31,0.42917900000000003
1976-02-29,0.433469
1976-03-31,0.434396
1976-04-30,0.436562
1976-05-31,0.43842
1976-06-30,0.438892
1976-07-31,0.44132800000000005
1976-08-31,0.444373
1976-09-30,0.445848
1976-10-31,0.445707
1976-11-30,0.45254300000000003
1976-12-31,0.457422
1977-01-31,0.454293
1977-02-28,0.46145899999999995
1977-03-31,0.467314
1977-04-30,0.47188
1977-05-31,0.47552
1977-06-30,0.479155
1977-07-31,0.479773
1977-08-31,0.480266
1977-09-30,0.482179
1977-10-31,0.48295
1977-11-30,0.483823
1977-12-31,0.484679
1978-01-31,0.477604
1978-02-28,0.48027099999999995
1978-03-31,0.48945900000000003
1978-04-30,0.49919800000000003
1978-05-31,0.501602
1978-06-30,0.504826
1978-07-31,0.504464
1978-08-31,0.5065310000000001
1978-09-30,0.507724
1978-10-31,0.511649
1978-11-30,0.515582
1978-12-31,0.518153
1979-01-31,0.515359
1979-02-28,0.517994
1979-03-31,0.519544
1979-04-30,0.51334
1979-05-31,0.517922
1979-06-30,0.517961
1979-07-31,0.517124
1979-08-31,0.5137660000000001
1979-09-30,0.513741
1979-10-31,0.517268
1979-11-30,0.516422
1979-12-31,0.516763
1980-01-31,0.519545
1980-02-29,0.519779
1980-03-31,0.517565
1980-04-30,0.507369
1980-05-31,0.4949
1980-06-30,0.48850499999999997
1980-07-31,0.48499699999999996
1980-08-31,0.486554
1980-09-30,0.49467700000000003
1980-10-31,0.500947
1980-11-30,0.509311
1980-12-31,0.512644
1981-01-31,0.509453
1981-02-28,0.507332
1981-03-31,0.509922
1981-04-30,0.50778
1981-05-31,0.510667
1981-06-30,0.513355
1981-07-31,0.516646
1981-08-31,0.516049
1981-09-30,0.513527
1981-10-31,0.5095810000000001
1981-11-30,0.503634
1981-12-31,0.498181
1982-01-31,0.487979
1982-02-28,0.49794199999999994
1982-03-31,0.49459000000000003
1982-04-30,0.49007199999999995
1982-05-31,0.48678400000000005
1982-06-30,0.485529
1982-07-31,0.483859
1982-08-31,0.479495
1982-09-30,0.478258
1982-10-31,0.473656
1982-11-30,0.47214799999999996
1982-12-31,0.468797
1983-01-31,0.477491
1983-02-28,0.47454799999999997
1983-03-31,0.478516
1983-04-30,0.48451099999999997
1983-05-31,0.487542
1983-06-30,0.490496
1983-07-31,0.49777299999999997
1983-08-31,0.503727
1983-09-30,0.51098
1983-10-31,0.514993
1983-11-30,0.51727
1983-12-31,0.519886
1984-01-31,0.530175
1984-02-29,0.532651
1984-03-31,0.535145
1984-04-30,0.538319
1984-05-31,0.541204
1984-06-30,0.543133
1984-07-31,0.544644
1984-08-31,0.5453
1984-09-30,0.543775
1984-10-31,0.543528
1984-11-30,0.5453439999999999
1984-12-31,0.545608
1985-01-31,0.545342
1985-02-28,0.547019
1985-03-31,0.547739
1985-04-30,0.546662
1985-05-31,0.547472
1985-06-30,0.547211
1985-07-31,0.544381
1985-08-31,0.54619
1985-09-30,0.5482
1985-10-31,0.546304
1985-11-30,0.548176
1985-12-31,0.553596
1986-01-31,0.556511
1986-02-28,0.5527000000000001
1986-03-31,0.548828
