ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting

a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,RGDP Per Capita
CHL,2015,Chile,7.79,14.0,1.0,6.705882353,17.2,7.9252492420000005,8.11433528,10.0,8.73,7.0,40,7.0,40,7.0,7.907782899,6.382704822999999,4.788119457,7.124244061000001,7.5,7.5,5.109379145,9.066918247,8.189508915,5.367161414,0.9024390240000001,6.450117633,8.745285856,6.273570718999999,9.365169916000001,1.587075209,9.130226543,4.348867283,10.0,9.310170579,9.773333333,0.34,8.8,6.0,9.832,0.42,9.468444444,6.90564529,6.829598857000001,6.867622073,10.0,7.404635982,3.076923077,9.071302588,6.517620549,8.213421767,8.0,8.852,10.0,8.950666667,6.666666667,3.3202010719999997,8.462982257,10.0,2.517253846,0.0,5.161183974,4.128628547,8.222222222000001,9.816555949,5.655055578,8.439191829,6.738085998,7.1666233539999995,7.092824665,21340.0
CHN,2015,China,6.39,113.0,3.0,4.011764706,26.36,8.294277929,6.76,2.0,46.07,6.0,45,6.0,45,6.0,5.076510659,5.269586555,4.969095778,5.868727647,5.0,5.833333333,6.067809479,8.513846662,6.153484186,6.494319145,0.871794872,5.633083765,9.668458526,-1.65770737,8.744705137999999,3.138237156,9.711488923,1.442555384,5.0,8.281163147000001,9.346666667000001,0.98,8.02,9.9,6.9508,7.622999999999999,8.105822222,5.493618349,6.6337351170000005,6.063676732999999,10.0,5.760544543,0.7692307690000001,0.553128207,2.36096784,6.632616699,2.0,9.404,10.0,7.134666667,8.9,5.758930781,6.421425772999999,10.0,2.517253846,0.0,5.599601732999999,5.247405608,3.777777778,9.067369102,5.398551767000001,6.921814304,7.096784445,6.251617167000001,6.328628522000001,12002.0
COL,2015,Colombia,6.41,112.0,3.0,5.205882353,22.3,8.848970859,4.724276949,6.0,,7.0,33,2.0,52,4.5,6.138713302999999,3.21225645,3.178814113,5.182705161,3.333333333,3.333333333,2.217134643,9.040189726,3.985042572,2.9997910930000002,0.871794872,3.793774688,8.957453776,5.212731122,9.148102487000001,2.129743782,8.998993869,5.005030657,5.0,8.026137533,8.94,1.59,8.86,5.7,6.2836,9.291,8.027866667,5.212524074,3.630795969,4.421660021,9.53442623,5.864929501000001,1.5384615380000002,9.624430794,5.675940611000001,6.914973382,8.0,8.419,10.0,8.806333333,8.9,3.939117088,7.223544133,10.0,4.819637278,1.0,5.9803830829999995,2.692524679,7.777777778,9.63306772,3.20593405,9.716968896000001,7.320970974,6.724540683,7.170419033,12858.0
COD,2015,"Congo, Dem. R.",5.46,147.0,4.0,6.847058823999999,16.72,8.850408718999999,4.718999999999999,2.0,42.26,5.0,40,3.0,49,4.0,5.4243668860000005,2.0035461580000002,3.265770872,4.565217495,2.5,1.6666666669999999,0.9700585559999999,5.388254322000001,4.444444577,5.319148698999999,0.585365854,2.653119211,9.295714082,3.5214295910000004,7.807524375,5.4811890629999995,9.871308995,0.643455026,5.0,7.993636863,7.786666667,3.32,7.82,10.9,7.6456,5.886,7.7507555560000005,3.210526307,0.0,1.605263154,10.0,6.210126877,0.7692307690000001,0.33187692399999996,2.43707819,5.448274225,0.0,10.0,9.0,6.333333333,5.0,3.9298244319999998,6.964912415,6.0,10,3.0,5.815789474,4.365942081,0.0,9.324029037,2.793982029,8.918481084,6.1215730420000005,5.2540012119999995,5.80104134,836.0
COG,2015,"Congo, Rep. Of",4.81,157.0,4.0,5.576470587999999,21.04,10.0,0.470825626,0.0,54.3,4.0,45,2.0,51,3.0,4.644117647,,3.7,,5.0,3.333333333,3.011738204,4.917393719,,,0.707317073,3.408225775,9.893404395,-0.532978025,4.107529717,14.73117571,8.976,5.12,0.0,5.744233528,9.346666667000001,0.98,6.38,18.1,6.1628,9.593,7.296488889,,0.0,0.0,10.0,,1.5384615380000002,1.5487589780000002,1.5436102580000002,4.710024787,0.0,9.156697681,9.0,6.05223256,1.1,,,4.0,7.530693769,10.0,5.657673442,,0.666666667,7.454022554,,8.231658519,3.2519854660000003,4.901083301,5.536996435,4526.0
CRI,2015,Costa Rica,7.51,36.0,1.0,5.3911764710000005,21.67,8.530985445,5.8912834179999995,10.0,9.47,9.0,25,4.0,44,6.5,7.605540479,6.962389601,4.298527453,6.008954561,10.0,5.0,3.523501568,8.523296281,5.790598392000001,5.369773557,0.871794872,5.76898009,9.410246699,2.948766505,9.786615516,0.533461211,9.840663004,0.79668498,10.0,9.759381305,8.886666667,1.67,8.88,5.6,6.2368,9.408,8.001155556,4.671540386,7.468645893,6.07009314,10.0,6.706077961,7.692307692000001,9.29255387,7.896979841,7.9920571339999995,5.0,6.127999999999999,9.0,6.709333332999999,2.233333333,5.37114554,5.901730832,8.0,5.658362671,10.0,6.194095396,2.6098647280000002,4.8888888889999995,9.184037394,4.393413623,8.991881709,8.307391703,6.395913008,6.4331139120000005,13568.0
CIV,2015,Cote d'Ivoire,5.88,131.0,4.0,6.279411765,18.65,9.929754765,0.757800012,4.0,34.39,3.0,47,1.0,58,2.0,5.552291632,4.291210609,4.837725315,5.402195014,3.333333333,4.166666667,3.974267539,6.934817472000001,5.083333651,4.6309690130000005,0.923076923,4.557106688999999,8.909033937,5.454830316000001,9.347679748,1.63080063,9.752511347999999,1.237443262,0.0,7.002306258,3.9733333330000002,9.04,7.56,12.2,7.0232,7.442,6.185511111,4.025348083,1.834319527,2.929833805,10.0,6.446567236,0.7692307690000001,2.433764109,3.216520705,5.582966405,8.0,8.08,10.0,8.693333333,4.433333333,4.7013188569999995,6.7485780339999994,8.0,7.5681075,3.0,5.741889621,5.0741710719999995,3.333333333,9.56653083,3.98021303,5.257392192,6.973481854,5.697520385,6.710914446,3473.0
HRV,2015,Croatia,7.05,72.0,2.0,4.438235294,24.91,4.458972455,20.83557109,8.0,15.08,4.0,40-48,0.0,59-64,2.0,4.724301937,3.5413699289999996,2.13799665,4.681171465,8.333333332999999,7.5,5.139086793,7.184691089,6.448412736,7.628286005,0.9487179490000001,5.693974997000001,7.628320518,11.85839741,9.591485047,1.0212873820000001,9.907100199,-0.464499005,10.0,9.281726441,9.906666667,0.14,8.98,5.1,7.0012,7.497000000000001,8.629288889,6.702661394,9.963313765,8.332987579,10.0,5.000770814,4.615384615,7.633169251,5.749774894,8.17801284,10.0,8.22,10.0,9.406666667,5.566666667000001,2.807257621,6.795276232000001,6.0,7.505751282,10.0,6.4458253,1.7066776780000001,5.555555556,9.615599969,3.792285905,8.833109831,7.690878747999999,6.199017948,7.350503305,20905.0
CYP,2015,Cyprus,7.79,14.0,1.0,6.3382352939999995,18.45,6.016551036,15.119257699999999,10.0,,7.0,35,6.0,37,6.5,7.213696582000001,6.100780952999999,3.776272009,5.443843233,8.333333332999999,8.333333332999999,4.003515462,6.411309995,5.755208333,7.20717173,0.897435897,5.836172166,9.747104112999999,1.264479433,9.417311242,1.456721896,9.580600462,-2.096997691,10.0,9.686253954,9.100559738,1.349160394,8.98,5.1,7.0012,7.497000000000001,8.360586579,6.183166585,9.310653997000001,7.746910291,10.0,5.648882978,6.923076922999999,7.743794892,6.771918264,8.219853784,10.0,8.366,10.0,9.455333332999999,5.566666667000001,4.486454663,6.232092805,10.0,10,10.0,7.714202356,4.945387325,8.444444444,9.679746327,4.237094957,4.998009226000001,8.576415539,6.813516302999999,7.994350664,25903.0
CZE,2015,Czech Rep.,7.48,39.0,1.0,3.126470588,29.37,3.148936332,25.64340366,8.0,19.38876606,9.0,22,4.0,45,6.5,5.19385173,5.71271546,3.467737299,5.856587657,10.0,8.333333332999999,3.85475774,8.155976401,5.911949476,7.112138141,0.923076923,6.239871315,8.851518651000001,5.742406745,9.51924138,1.201896551,9.931043512,0.34478243799999997,10.0,9.575450886,9.100559738,1.349160394,8.98,5.1,7.0012,7.497000000000001,8.360586579,6.61440392,9.963313765,8.288858842,10.0,7.744113867,3.076923077,7.743794892,6.188277278999999,8.209430675,10.0,9.311,10.0,9.770333333,10.0,4.194219588999999,8.221544919,10.0,7.755176154,10.0,8.361823444,3.008131287,7.333333333,9.651975757999999,4.293910253,6.88989176,7.377017607000001,6.42571,8.185955592000001,30410.0
DNK,2015,Denmark,7.74,17.0,1.0,1.402941176,35.23,4.386140817,21.102863199999998,8.0,18.79667624,3.0,52,2.0,56,2.5,4.072270498,8.616286568,6.100836522000001,7.960530965,10.0,10.0,6.18505645,9.727176307999999,8.286163807000001,7.345798611,1.0,8.246872137,8.790115297,6.049423514,9.737814698,0.655463256,9.909593168999999,0.45203415399999997,10.0,9.609380791,9.100559738,1.349160394,8.98,5.1,7.0012,7.497000000000001,8.360586579,5.943084671,9.963313765,7.953199218,10.0,7.380166592999999,6.923076922999999,7.743794892,7.349012803,8.41569965,10.0,9.258,10.0,9.752666667,10.0,7.422552562999999,5.912462861,8.0,10,3.0,7.389169237000001,3.839131735,7.555555556,9.856278384,7.821546496,9.872664123,8.542787559,7.914660642,8.352165515,44939.0
DOM,2015,Dominican Rep.,7.23,62.0,2.0,7.814705882,13.43,9.263379735,3.203396372,6.0,,9.0,25,7.0,33,8.0,7.769521404,2.4975434130000003,2.856078433,5.037881173,5.0,3.333333333,4.173605074,7.999044982000001,2.264957428,3.4642855710000005,1.0,4.069636601,9.19085204,4.0457397980000005,9.009654182,2.475864546,9.832650731000001,0.8367463470000001,10.0,9.508289238,8.893333333,1.66,8.54,7.3,8.4232,3.9419999999999997,8.618844444,5.636507624,8.868643095,7.25257536,10.0,6.728917441,3.8461538460000004,10.0,6.858357096000001,8.182444225,5.0,10.0,9.0,8.0,5.566666667000001,3.837247122,7.217882417999999,8.0,2.778888327,10.0,6.233447422,3.0283828130000003,4.444444444,9.244872306,2.5388224669999997,7.915148672999999,6.44664351,5.603052368999999,6.612166597000001,13382.0
ECU,2015,Ecuador,5.91,129.0,4.0,6.211764706,18.88,9.591280654,2.0,0.0,52.75,7.0,35,4.0,48,5.5,5.32576134,1.531141114,2.479120419,4.382351031000001,2.5,4.166666667,4.380510817,8.591535377000001,4.855072498,4.551830227,0.871794872,3.8931490810000002,9.360712358999999,3.196438205,8.826497782999999,2.9337555419999997,9.205956168,3.9702191589999996,5.0,8.098291578,6.533333333,5.2,7.62,11.9,4.763999999999999,13.09,6.3057777779999995,3.185452727,5.242622205,4.214037466000001,10.0,3.748085803,3.076923077,10.0,5.608336293,6.532037884,8.0,7.51,10.0,8.503333332999999,4.433333333,2.288708718,6.94698791,6.0,0.646567308,3.0,3.885932878,2.033027439,3.111111111,8.226604423,3.229511487,9.058767072,2.557007225,4.70267146,5.697312557,10914.0
EGY,2015,Egypt,5.74,139.0,4.0,8.067647059,12.57,6.338118361,13.93910561,2.0,42.78,9.0,23,5.0,39,7.0,5.851441355,5.911318115,4.035330321,4.90322096,1.6666666669999999,5.0,3.4080551889999997,8.701690132000001,3.890328827,3.19538785,0.538461538,3.479657954,7.693458483,11.53270758,9.497748735,1.255628162,7.92850207,10.35748965,10.0,8.779927322,8.28,2.58,6.64,16.8,0.0,142.296,4.973333333,5.033099891,2.022506349,3.52780312,9.182630907,4.286952555,4.615384615,5.199405142,4.700580771,5.596087033,2.0,0.0,10.0,4.0,10.0,4.755470838,6.647463204,8.0,0.646567308,0.0,5.008250225,4.183245489,2.222222222,9.714159496,5.164991672,8.551580992,5.605944025,5.907023982999999,4.971758069,11236.0
SLV,2015,El Salvador,7.13,69.0,2.0,8.338235294,11.65,9.288063077,3.1128085089999997,8.0,15.13,8.0,30,8.0,30,8.0,8.406574593,3.738130076,2.7276321230000002,4.6816598119999995,4.166666667,2.5,3.833383955,8.165020936,2.118055423,1.32670406,1.0,3.6952503389999998,9.413547443999999,-2.932262782,9.071876878,2.320307804,9.853873266,-0.73063367,10.0,9.584824397,9.12,1.32,8.8,6.0,6.64,8.4,8.186666667,4.817060402,8.186989555,6.502024978,10.0,5.385292402999999,4.615384615,7.854420533,5.951699184,7.660097707,8.0,6.971,10.0,8.323666667000001,5.566666667000001,4.234742847,7.011511293,6.0,2.599481826,3.0,4.735400439,2.809575087,4.222222222,9.068015754,3.078306712,9.10155618,7.220087036000001,5.916627165,6.325231424,8163.0
EST,2015,Estonia,7.95,10.0,1.0,3.5558823530000003,27.91,6.593933801,13.00026295,7.0,22.69311065,10.0,20,4.0,42,7.0,6.037454038,7.85616258,5.7163042939999995,7.572090529,8.333333332999999,6.666666667,5.930983003,9.504907725,8.449612458999999,7.556614777,1.0,7.509630596,8.506209755,7.468951226000001,9.542467824,1.143830439,9.908646669,-0.45676665299999997,10.0,9.489331062,9.100559738,1.349160394,8.98,5.1,8.6332,3.417,8.904586579,6.5848936810000005,9.919527094,8.252210387,10.0,7.86341863,5.384615385,7.743794892,6.997276302,8.538518317000001,10.0,10.0,10.0,10.0,6.666666667,6.105921165,8.742427246,4.0,9.251725385,3.0,6.294456744,5.142669989,9.555555556,9.821569407,6.929838875,9.255622592,9.058416577000001,8.293945499,8.196134081,25790.0
ETH,2015,Ethiopia,5.53,146.0,4.0,8.382352941,11.5,9.105664995,3.782209468,4.0,35.79,7.0,35,3.0,48,5.0,6.622004484,4.749940391,4.724080214,5.046143248,1.6666666669999999,7.5,5.546758592000001,7.012101102999999,4.79919672,5.157668371000001,0.794871795,4.607092409,8.793816837,6.030915815,4.906481459,12.73379635,7.973177071,10.13411465,0.0,5.4183688420000005,3.84,9.24,6.52,17.4,5.3368,11.658,5.232266667,4.333171912,1.759786321,3.0464791160000004,10.0,4.603549687,0.0,0.22125128300000002,1.60826699,4.9717531930000005,2.0,9.075,5.0,5.358333333,6.666666667,4.287224175,5.338233408,10.0,7.03979273,10.0,7.2219861629999995,4.337689515,1.333333333,7.753124357999999,4.5266935639999994,8.765345553,6.569946101,5.5476887370000005,6.042669411,1576.0
FJI,2015,Fiji,6.68,91.0,3.0,5.347058823999999,21.82,9.462710641000001,2.4718519480000003,2.0,41.94,5.0,49,5.0,49,5.0,5.4524423660000005,,4.8,,7.9,,5.10906166,7.709818901,,,0.9189189190000001,6.121082837,6.990157126000001,15.04921437,8.647051503,3.382371243,9.725835345,1.370823273,0.0,6.340760994,7.213333333,4.18,7.7,11.5,0.57,23.575,5.161111111,,6.42368605,6.42368605,10.0,,0.0,10.0,5.0,6.64619929,10.0,8.90554905,10.0,9.635183017000001,7.766666667000001,,,10.0,8.273212426,10.0,9.009969773,,6.8888888889999995,8.531308787999999,,8.619009294,7.231296362,7.817625832999999,8.820926208,
FIN,2015,Finland,7.73,18.0,1.0,2.764705882,30.6,3.667364446,23.74077248,8.0,19.93040926,3.0,48-54,2.0,54-60,2.5,4.233017582,9.571012013999999,7.922024996,9.117325408,10.0,10.0,6.654143475,8.080379451,9.645389716,8.943212886,1.0,8.881498661,8.740463109,6.297684454,9.717995338,0.7050116540000001,9.958567126,-0.207164371,10.0,9.604256393,9.8166,0.2751,8.98,5.1,7.0012,7.497000000000001,8.599266667,7.343954981,9.123674546,8.233814764,10.0,7.561941663,3.076923077,7.743794892,6.127553211,8.24015866,10.0,8.234,10.0,9.411333333,3.9,4.23190524,1.95958477,8.0,10,3.0,5.181915002,5.848440323999999,7.777777778,9.519625999,8.629720599999999,9.857978801,8.957532638,8.431846023,7.675031453,37920.0
FRA,2015,France,7.35,52.0,2.0,2.858823529,30.28,2.432962388,28.27102804,8.0,16.76165671,5.0,50,2.0,60-62,3.5,4.197946479,7.117322569,6.149563446,7.416049321,9.166666667000001,8.333333332999999,6.430501437999999,6.390856768,7.930402756,6.326594974,0.9487179490000001,7.065324981,9.245753597,3.7712320160000004,9.825038153,0.437404619,9.992439252999999,0.037803733,10.0,9.765807751,9.8166,0.2751,8.98,5.1,7.0012,7.497000000000001,8.599266667,5.410113015,9.963313765,7.68671339,10.0,6.990363596,5.384615385,7.743794892,6.706257957999999,8.248059503,10.0,8.292,10.0,9.430666667,2.233333333,2.685683281,6.803901892000001,4.0,8.503450769,10.0,5.704394879,2.925346897,8.666666667000001,9.880589012,6.242136401000001,7.929110077000001,8.441903621,7.347625446,7.4942289970000004,38448.0
GAB,2015,Gabon,5.76,137.0,4.0,3.45,28.27,9.809264305,1.2,8.0,17.55,5.0,40,2.0,54,3.5,6.1898160760000005,3.433124849,3.636299365,5.147555158,3.333333333,5.0,2.915889045,4.601910547,4.898989995,5.933838061,0.804878049,3.900636296,9.580032766,-2.099836168,6.206199271,9.484501822,9.87,0.65,0.0,6.414058009,,,6.46,17.7,6.106,9.735,6.2829999999999995,3.8308525939999996,3.566888156,3.698870375,10.0,6.597894572,1.5384615380000002,0.22125128300000002,2.785869131,5.6919348770000004,5.0,9.328,9.0,7.776,8.333333332999999,3.992848794,5.874462468,8.0,8.503450769,10.0,7.450682561,3.9489247539999996,1.7777777780000001,8.213551763,3.6869292710000003,5.5510466570000006,4.529848684,4.618013151,6.614898571,14315.0
GMB,2015,"Gambia, The",7.24,61.0,2.0,8.829411765,9.98,9.57951005,2.0431981169999998,4.0,34.1,8.0,30,8.0,30,8.0,7.602230454,4.179591124,4.85454355,5.363159297,3.333333333,5.833333333,5.0944586460000005,6.254444922,6.549019813999999,7.120527761,0.9487179490000001,5.259634323999999,8.892237362000001,5.53881319,9.218675488999999,1.953311279,8.666,6.67,10.0,9.194228212999999,5.24,7.14,7.18,14.1,7.0108,7.473,6.476933333,5.499338787,4.517777907,5.008558347,10.0,6.39723953,7.692307692000001,10.0,8.029849074,7.378835189,10.0,0.0,9.0,6.333333333,10.0,4.924677074,7.619758487,6.0,10,10.0,8.09073926,5.587838962,2.222222222,7.884427592000001,4.921281878,8.566809252,6.345759571,5.921389913,6.7818208360000005,1948.0
GEO,2015,Georgia,8.01,8.0,1.0,6.232352941,18.81,6.930982749,11.76329331,8.0,19.67,10.0,20,10.0,20,10.0,7.790833922999999,5.04900416,4.7441579560000005,6.29102223,5.3,,6.499992719,9.981100762999999,7.1851849560000005,7.494759352000001,1.0,6.568152767000001,8.306716038,8.466419811,8.455309155,3.861727112,9.199284359,4.0035782069999994,10.0,8.990327387999999,9.866666667,0.2,9.7,1.5,8.362,4.095,9.309555556,6.652883506,9.398227339,8.025555423,10.0,6.297041446000001,6.153846154,9.513805153,7.321564251,8.664168807000001,10.0,9.465,10.0,9.821666667,6.666666667,5.9183957320000005,7.868167781,8.0,9.251725385,1.0,6.450825927,6.344195275,8.0,9.878739687000001,5.928096115,9.999638041,6.973481854,7.854025162,8.042172585,10198.0
DEU,2015,Germany,7.68,24.0,1.0,4.029411765,26.3,3.13787615,25.68399453,10.0,10.83370075,5.0,47,5.0,47,5.0,5.541821979,7.6263329529999995,6.804542594,8.021471272000001,10.0,8.333333332999999,5.8289968210000005,6.814874361,7.238562107000001,6.3401892779999995,1.0,7.445366969,8.84914879,5.7542560510000005,9.796551541,0.508621147,9.953114011,0.234429945,10.0,9.649703585,9.100559738,1.349160394,8.98,5.1,7.0012,7.497000000000001,8.360586579,5.936988939,9.175153681,7.55607131,10.0,6.47632464,3.076923077,7.743794892,5.76568087,7.92058469,5.0,10.0,10.0,8.333333332999999,8.9,5.1666665080000005,4.777049047,8.0,6.258626923,10.0,7.183723746,5.458413606000001,9.555555556,9.536005334,6.674169477,9.351878597999999,7.55636683,8.0220649,7.846373992999999,46426.0
GHA,2015,Ghana,6.52,104.0,3.0,5.229411765,22.22,9.63760218,1.83,6.0,27.31,9.0,25,5.0,37,7.0,6.966753486,5.98678112,5.044727623,5.4453125,5.0,4.166666667,3.716264023,8.736181591,6.144781113,5.3405303360000005,0.975609756,5.44184396,6.792861611,16.03569194,9.104642943,2.238392642,6.57098526,17.1450737,5.0,6.8671224539999995,7.286666667,4.07,7.42,12.9,7.162000000000001,7.095,7.289555556,5.796195706000001,3.2461844710000003,4.521190088,10.0,6.349893411,3.8461538460000004,2.54438975,4.2468123360000005,6.514389495,8.0,6.77,,7.385,10.0,5.606910825,6.227861047,8.0,0,10.0,6.639128645,4.185374121000001,6.0,9.338273582000001,3.272757494,8.141374836,7.489110871,6.404481817000001,6.809536821,3687.0
GRC,2015,Greece,6.36,116.0,3.0,5.194117647,22.34,4.00188551,22.51308018,2.0,47.57961783,3.0,50,2.0,63,2.5,3.424000789,4.87567361,2.9686882000000003,5.100465783,8.333333332999999,7.5,4.125037966,8.044201311,6.213991642000001,6.6572962989999995,1.0,5.979854238,9.29755766,3.512211702,9.432885176000001,1.4177870609999998,9.652819527,-1.735902366,5.0,8.345815591000001,9.100559738,1.349160394,8.98,5.1,7.0012,7.497000000000001,8.360586579,5.914572933,9.423080809,7.668826871,10.0,5.031022516,0.7692307690000001,7.743794892,4.514682726,7.636024044,8.0,5.715,10.0,7.905,5.566666667000001,3.987583097,5.053346627,6.0,5.510352308,3.0,4.85299145,2.327535336,6.0,9.560675261,3.997947765,8.893815907999999,7.836599992000001,6.43609571,6.398029052999999,24545.0
GTM,2015,Guatemala,7.69,23.0,1.0,8.567647059,10.87,9.878645922999999,0.945369462,10.0,10.0,10.0,7,9.0,21,9.5,9.486573245,3.8921353439999997,3.4001572660000003,5.54280065,6.666666667,5.0,3.389826813,8.330186722,2.886178891,2.297686775,0.9487179490000001,4.482661786,9.422506546000001,2.8874672689999996,9.573758149,1.065604628,9.522255934,2.3887203280000002,10.0,9.629630157000001,9.406666667,0.89,8.88,5.6,7.5136,6.216,8.600088889,6.053760291000001,6.622498265,6.338129277999999,10.0,6.646517545,8.461538462,8.739425664,7.949160557000001,8.221844681,10.0,8.759,10.0,9.586333332999999,3.333333333,5.224855194,7.5034232439999995,4.0,1.270129487,3.0,4.05529021,4.052948549,6.0,9.066129832,3.2487652160000002,8.330086279,7.130412424,6.304723717000001,6.64878242,7055.0
GIN,2015,Guinea,5.75,138.0,4.0,9.194117647,8.74,,,6.0,25.44,5.0,40,3.0,48,4.0,6.398039216,1.7187369030000001,2.250727557,2.7079653180000003,0.833333333,4.166666667,5.386550715,6.374388033,3.394412048,4.3487105999999995,0.7179487179999999,2.9760112660000004,9.983002326,-0.08498837,7.770724123,5.573189693,8.533999999999999,7.33,5.0,7.821931612,,,7.62,11.9,7.1916,7.021,7.4058,5.0528721139999995,1.72666002,3.389766067,6.584022039,4.135101606,0.833333333,2.316943432,2.4284594569999998,4.952011891000001,,10.0,,10.0,3.333333333,4.03944786,7.24496642,6.0,8.129313462,0.0,4.791176846,4.1725040060000005,2.222222222,8.88308318,1.7665331569999998,8.09424222,5.067896354,5.0344135230000004,6.6085301229999995,1606.0
GNB,2015,Guinea-Bissau,5.65,142.0,4.0,8.35,11.61,,,0.0,67.39,10.0,12,7.0,35,8.5,5.6166666670000005,,3.3,,3.333333333,4.166666667,3.480968692,7.228227082999999,,,0.794871795,3.8606248830000003,8.067517596,9.662412019,7.808698696,5.47825326,9.719078225,1.4046088730000001,0.0,6.398823629,,,7.62,11.9,7.2868,6.7829999999999995,7.4534,,5.621913234,5.621913234,10.0,,0.7692307690000001,1.5487589780000002,1.158994874,6.058577027,10.0,5.5116971370000005,10.0,8.503899046,3.333333333,,,8.0,2.517253846,0.0,3.462646795,,3.111111111,8.37079273,,9.003335382000001,7.668460095,7.03842483,6.334990222999999,1313.0
GUY,2015,Guyana,6.45,109.0,3.0,6.617647058999999,17.5,,,7.0,23.66,8.0,30,4.0,41,6.0,6.539215686,3.858248442,4.11958665,4.534600612,6.666666667,2.5,4.554788309,7.070485497000001,2.98569714,4.381482472,0.923076923,4.345251687,9.859327405,0.703362973,8.368376752,4.079058121,9.648,-1.76,5.0,8.218926039,,,7.82,10.9,5.1168,12.208,6.4684,6.226973771,1.4497041419999999,3.8383389560000003,10.0,5.6646935570000005,5.833333333,4.535651294,5.344559395,6.412824587999999,10.0,0.0,9.0,6.333333333,8.9,5.861935014,6.8610394789999996,10.0,5.683031065,10.0,7.88433426,3.990478159,4.444444444,9.311304643,3.115146765,7.8518829,7.130412424,5.973944889,6.730537494,
HTI,2015,Haiti,6.53,103.0,3.0,8.614705882,10.71,9.916893733,0.805,4.0,30.04,8.0,30,,,8.0,7.632899903999999,2.7520655019999998,2.436454485,2.6147594990000003,0.0,2.5,3.881900279,2.6990213389999997,3.3570617730000003,3.270367638,0.897435897,2.4784339859999998,8.444652431,7.7767378460000005,9.407640542000001,1.480898645,8.196696237000001,9.016518813,5.0,7.762247303,,,9.04,4.8,7.6768,5.808,8.3584,5.00704294,7.263321382000001,6.135182161,10.0,3.747791187,6.153846154,10.0,6.633879114,7.781865319,,7.48,9.0,8.24,6.666666667,5.064043028,6.876162912000001,10.0,10,10.0,8.101145435,3.481242356,0.0,4.539950346,2.6729725319999997,9.587929619,7.93748393,4.70326313,7.014802855,1649.0
