ISO_Code,Year,Countries,Economic Freedom Summary Index,Rank,Quartile,Government Consumption,1A data,Transfers and subsidies,1B data,Government enterprises and investment,1C data,Top marginal income tax rate,1Di data,Top marginal income and payroll tax rate,1Dii data,Top marginal tax rate,Size of Government,Judicial independence,Impartial courts,Protection of property rights, Military interference in rule of law and politics,Integrity of the legal system,Legal enforcement of contracts,Regulatory restrictions on the sale of real property,Reliability of police,Business costs of crime,Gender Adjustment,Legal System & Property Rights,Money growth,3A data,Standard deviation of inflation,3B data,Inflation: Most recent year,3C data,Freedom to own foreign currency bank accounts,Sound Money, Revenue from trade taxes (% of trade sector),4Ai data,Mean tariff rate,4Aii data,Standard deviation of tariff rates,4Aiii data,Tariffs, Non-tariff trade barriers,Compliance costs of importing and exporting, Regulatory trade barriers,Black market exchange rates,Foreign ownership/investment restrictions,Capital controls,Freedom of foreigners to visit,Controls of the movement of capital and people,Freedom to trade internationally,Ownership of banks,Private sector credit,Interest rate controls/negative real interest rates),Credit market regulations,Hiring regulations and minimum wage,Hiring and firing regulations,Centralized collective bargaining,Hours Regulations,Mandated cost of worker dismissal,Conscription,Labor market regulations,Administrative requirements,Bureaucracy costs,"Starting

a  business",Extra payments/bribes/favoritism,Licensing restrictions,Tax compliance,Business regulations,Regulation,RGDP Per Capita
PER,1975,Peru,3.5,67.0,4.0,7.558823529,14.3,9.61852861,1.9,4.0,32.0,4.0,51,,,4.0,6.294338035,,,,,,,,,,0.666666667,0.9555833340000001,6.4740760360000005,17.62961982,7.652,5.87,5.362,23.19,0.0,4.872019009,3.666666667,9.5,,,,,3.666666667,,,,0.0,,2.0,,2.0,1.888888889,,4.034034033999999,,4.034034033999999,,,,,,0.0,,,,,,,,,,3979.0
PHL,1975,Philippines,5.02,44.0,3.0,7.452941176,14.66,9.918256131,0.8,8.0,16.2,3.0,56,,,3.0,7.092799327000001,,,,,,,,,,0.7777777779999999,3.443463973,7.841377372,10.79311314,6.364,9.09,8.136000000000001,9.32,0.0,5.585344342999999,1.066666667,13.4,1.2,44.0,,,1.133333333,,,,7.4,,2.0,,2.0,3.5111111110000004,5.0,7.867867867999999,8.0,6.955955956,,,,,,3.0,,,,,,,,,5.476195465,2681.0
POL,1975,Poland,,,,7.176470588,15.6,,,2.0,40.7,,,,,,4.5882352939999995,,,,,,,,,,0.962962963,,,,9.027999999999999,2.43,9.52,2.4,5.0,7.849333333,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,7686.0
PRT,1975,Portugal,3.74,64.0,4.0,7.255882353,15.33,6.158038147,14.6,4.0,39.7,0.0,82,,,0.0,4.353480125,,,,,,,,,,0.5555555560000001,1.061570034,7.639557525,11.80221238,7.912000000000001,5.22,6.754,16.23,0.0,5.576389381,6.933333332999999,4.6,,,,,6.933333332999999,,,,1.6,,2.0,,2.0,3.5111111110000004,0.0,9.081276115,,4.540638058,,,5.1759,6.51,,0.0,3.8953,,,,,,,,4.217969029,8585.0
QAT,1975,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,0.615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208740.0
ROU,1975,Romania,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,9.84,0.4,,,0.0,4.92,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,0.0,,0.0,,,,,,0.0,,,,,,,,,2.4732,4838.0
RUS,1975,Russia,,,,2.5,31.5,1.961852861,30.0,,,0.0,100,,,0.0,1.4872842869999998,,,,,,,,,,1.0,,8.34,8.3,9.56,1.1,,,0.0,5.966666667,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,2.4732,16498.0
RWA,1975,Rwanda,3.2,71.0,4.0,6.5882352939999995,17.6,9.972752044,0.6,0.0,100.0,,,,,,5.520329113,,,,,,,,,,0.166666667,,7.802964655,10.98517672,0.0,33.5,0.0,87.97,0.0,1.950741164,0.0,16.5,,,,,0.0,,,,1.0,,0.0,,0.0,0.333333333,0.0,5.025025025,,2.5125125130000003,,,,,,10.0,,,,,,,,,4.993748115,876.0
SAU,1975,Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,0.413793103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31164.0
SEN,1975,Senegal,,,,7.217647059,15.46,9.427792916,2.6,8.0,19.8,,,,,,8.215146658,,,,,,,,,,0.5555555560000001,,7.085572245,14.57213877,7.976,5.06,7.6739999999999995,11.63,0.0,5.683893061,4.2,8.7,,,,,4.2,,,,9.6,,0.0,,0.0,4.6,2.0,,,2.0,,,,,,0.0,,,,,,,,,,1752.0
SRB,1975,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6378.0
SYC,1975,Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11652.0
SLE,1975,Sierra Leone,4.93,45.0,3.0,8.294117647,11.8,9.70027248,1.6,4.0,33.3,,,,,,7.331463376,,,,,,,,,,0.8888888890000001,,7.979928406,10.10035797,7.247999999999999,6.88,7.794,11.03,0.0,5.755482102,3.066666667,10.4,,,,,3.066666667,,,,0.0,,0.0,,0.0,1.0222222220000001,2.0,6.676676677000001,,4.338338338,,,,,,10.0,,,,,,,,,5.606337024,1935.0
SGP,1975,Singapore,7.01,8.0,1.0,7.379411765,14.91,9.754768392,1.4,6.0,25.0,4.0,55,,,4.0,6.783545039,,,,,,,,,,1.0,6.601093939,9.107910694,4.460446528,7.912000000000001,5.22,9.56,2.2,0.0,6.644977674,9.606666667,0.59,,,,,9.606666667,,,,10.0,,8.0,,8.0,9.202222222,10.0,8.678678678999999,,9.339339339,,,7.9335,,,0.0,,,,,,,,,5.821477791,6556.0
SVK,1975,Slovak Rep,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVN,1975,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,0.9259259259999999,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,15857.0
ZAF,1975,South Africa,5.23,40.0,3.0,6.011764706,19.56,9.209809264,3.4,2.0,48.2,1.0,66,,,1.0,4.555393493,,,,,,,,,,0.0,2.809651515,8.603101537,6.984492317000001,8.468,3.83,7.822,10.89,0.0,6.223275384,8.666666667000001,2.0,,,,,8.666666667000001,,,,8.8,,2.0,,2.0,6.488888889,10.0,8.478478478,,9.239239239,,,,,,3.0,,,,,,,,,6.076357955,8533.0
ESP,1975,Spain,5.57,33.0,2.0,7.688235294,13.86,7.547683923999999,9.5,8.0,17.3,4.0,55,,,4.0,6.808979804,,,,,,,,,,0.222222222,3.1006944439999997,7.734374588,11.32812706,8.527999999999999,3.68,6.644,16.78,0.0,5.7265936470000005,5.933333332999999,6.1,8.12,9.4,,,7.026666667000001,,,,9.6,,2.0,,2.0,6.208888889,8.0,8.548548549,,8.274274274,,,5.1759,5.102,,1.0,3.7593,,,,,,,,6.016787137000001,11329.0
LKA,1975,Sri Lanka,,,,8.779411765,10.15,7.929155313,8.1,2.0,40.5,,,,,,6.236189026,,,,,,,,,,1.0,,9.315388825,3.4230558739999997,6.864,7.84,8.93,5.35,0.0,6.277347206,2.6,11.1,,,,,2.6,,,,0.0,,0.0,,0.0,0.8666666670000001,5.0,,,5.0,,,,,,10.0,,,,,,,,,,1778.0
SUR,1975,Suriname,,,,,,,,,,,,,,,,,,,,,,,,,0.974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWZ,1975,Swaziland,,,,,,,,,,,,,,,,,,,,,,,,,0.692307692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2637.0
SWE,1975,Sweden,5.34,37.0,3.0,2.420588235,31.77,3.324250681,25.0,4.0,38.1,1.0,70,,,1.0,2.6862097289999998,,,,,,,,,,1.0,4.419336363999999,8.728487624,6.357561877999999,8.84,2.9,7.098,14.51,5.0,7.4166219060000005,9.333333332999999,1.0,8.4,8.0,,,8.866666667,,,,9.8,,2.0,,2.0,6.8888888889999995,8.0,7.1271271270000005,4.0,6.375709042,,,4.4865,5.19,,3.0,4.2255,,,,,,,,5.300604521,20161.0
CHE,1975,Switzerland,7.12,7.0,1.0,6.761764706,17.01,,,,,7.0,38-42,,,7.0,6.880882353,,,,,,,,,,0.5555555560000001,6.491722224,9.966519122000001,0.16740439199999999,9.556000000000001,1.11,8.574,7.13,10.0,9.52412978,7.666666667,3.5,8.84,5.8,,,8.253333332999999,,,,10.0,,2.0,,2.0,6.751111111,5.0,8.918918919,6.0,6.63963964,,,6.21,6.686,,3.0,5.298666667,,,,,,,,5.969153153,24334.0
SYR,1975,Syria,4.88,47.0,3.0,4.679411765,24.09,8.63760218,5.5,0.0,67.1,,,,,,4.439004648,,,,,,,,,,0.5555555560000001,,7.278331873,13.60834064,5.1,12.25,8.248,8.76,10.0,7.6565829679999995,4.333333333,8.5,,,,,4.333333333,,,,9.8,,0.0,,0.0,4.711111111,0.0,1.4814814809999999,,0.740740741,,,,,,0.0,,,,,,,,,2.721728395,4771.0
TWN,1975,Taiwan,5.6,32.0,2.0,5.382352941000001,21.7,10.0,0.36,2.0,46.1,3.0,60,,,3.0,5.095588235,,,,,,,,,,0.962962963,5.194038664,7.123272461,14.383637699999998,3.12,17.2,8.96,5.2,10.0,7.300818115,6.8,4.8,,,,,6.8,,,,9.0,,2.0,,2.0,5.933333332999999,0.0,7.977977977999999,8.0,5.325992659,,,,,,0.0,,,,,,,,,4.4835092439999995,6320.0
TJK,1975,Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TZA,1975,Tanzania,3.46,68.0,4.0,6.205882353,18.9,10.0,0.1,2.0,49.0,0.0,80,,,0.0,4.551470588,,,,,,,,,,0.875,,6.98,15.1,7.776,5.56,4.788,26.06,0.0,4.886,5.133333333,7.3,,,,,5.133333333,,,,0.0,,0.0,,0.0,1.711111111,0.0,1.3213213209999999,,0.660660661,,,,,,0.0,,,,,,,,,2.69486046,2363.0
THA,1975,Thailand,5.83,24.0,2.0,7.970588235,12.9,9.972752044,0.6,7.0,22.6,3.0,60,,,3.0,6.98583507,,,,,,,,,,1.0,4.637512121,9.213128866,3.934355669,6.656000000000001,8.36,9.302,3.49,0.0,6.292782217,5.333333333,7.0,2.6,37.0,,,3.9666666669999997,,,,9.6,,2.0,,2.0,5.188888888999999,8.0,7.507507508,,7.753753754,,,7.9335,,,5.0,,,,,,,,,6.051576462000001,2569.0
TLS,1975,Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TGO,1975,Togo,,,,4.038235294,26.27,,,0.0,50.2,,,,,,2.019117647,,,,,,,,,,0.7142857140000001,,8.310237229,8.448813857000001,3.3360000000000003,16.66,9.148,-4.26,0.0,5.198559307,5.2,7.2,,,,,5.2,,,,9.6,,0.0,,0.0,4.933333333,2.0,,,2.0,,,,,,,,,,,,,,,,1630.0
TTO,1975,Trinidad & Tob.,4.33,54.0,3.0,5.176470588,22.4,,,2.0,45.8,,,,,,3.588235294,,,,,,,,,,0.974358974,,7.372521798999999,13.137391000000001,3.08,17.3,5.984,20.08,0.0,4.10913045,8.266666667,2.6,,,,,8.266666667,,,,1.4,,0.0,,0.0,3.222222222,5.0,8.438438438,,6.719219219,,,,,,10.0,,,,,,,,,6.405154304,13077.0
TUN,1975,Tunisia,4.49,53.0,3.0,5.944117647000001,19.79,9.61852861,1.9,0.0,52.1,,,,,,5.187548752,,,,,,,,,,0.666666667,2.773714647,8.321966572000001,8.390167137999999,6.888,7.78,9.002,4.99,0.0,6.0529916429999995,2.866666667,10.7,,,,,2.866666667,,,,7.8,,0.0,,0.0,3.5555555560000003,2.0,9.329329329,,5.664664665,,,,,,3.0,,,,,,,,,4.877040524,3552.0
TUR,1975,Turkey,3.83,62.0,4.0,7.135294117999999,15.74,8.501362398,6.0,2.0,47.1,1.0,68,,,1.0,4.659164129,,,,,,,,,,0.7777777779999999,2.47379394,5.68,21.6,7.587999999999999,6.03,5.902,20.49,0.0,4.7925,0.48666666700000005,14.27,,,,,0.48666666700000005,,,,7.8,,0.0,,0.0,2.7622222219999997,8.0,5.895895896,2.0,5.298631965,,,,,,0.0,,,,,,,,,4.4731818819999996,7021.0
UGA,1975,Uganda,,,,,,,,2.0,42.8,,,,,,,,,,,,,,,,0.7777777779999999,,5.5,22.5,3.8,15.5,,,0.0,3.1,0.0,20.4,,,,,0.0,,,,0.0,,0.0,,0.0,0.0,2.0,5.665665666000001,,3.8328328330000003,,,,,,10.0,,,,,,,,,5.436733187000001,1293.0
UKR,1975,Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,
ARE,1975,Unit. Arab Em.,,,,1.6441176469999998,34.41,,,,,10.0,0,,,10.0,5.822058824,,,,,,,,,,0.5862068970000001,,,,,,6.2,19.0,10.0,8.1,10.0,0.0,,,,,10.0,,,,10.0,,10.0,,10.0,10.0,5.0,9.089089089,,7.044544545,,,,,,,,,,,,,,,,
GBR,1975,United Kingdom,6.06,17.0,1.0,3.9323529410000004,26.63,6.049046322000001,15.0,2.0,41.8,0.0,83,,,0.0,2.995349816,,,,,,,,,,1.0,8.3465,8.388303698,8.058481508,7.2,7.0,4.742,26.29,0.0,5.082575925,9.533333333,0.7,8.12,9.4,,,8.826666667000001,,,,10.0,,2.0,,2.0,6.942222222000001,10.0,7.257257257000001,4.0,7.085752418999999,,,5.1759,5.102,,10.0,6.7593,,,,,,,,6.92252621,16745.0
USA,1975,United States,7.88,3.0,1.0,5.232352941,22.21,7.111716621,11.1,8.0,17.64,0.0,70-75,,,0.0,5.086017391,,,,,,,,,,1.0,7.910148485,9.573975864,2.130120679,9.304,1.74,8.156,9.22,10.0,9.258493966,9.0,1.5,7.94,10.3,,,8.47,,,,10.0,,8.0,,8.0,8.823333332999999,10.0,8.318318318,8.0,8.772772773,,,7.5888,5.894,,10.0,7.8276,,,,,,,,8.300186386,25956.0
URY,1975,Uruguay,,,,6.8911764710000005,16.57,6.920980926,11.8,6.0,25.6,7.0,41,,,7.0,6.703039349,,,,,,,,,,1.0,,0.488307316,47.55846342,0.0,32.58,0.0,65.97,10.0,2.622076829,7.733333332999999,3.4,,,,,7.733333332999999,,,,10.0,,8.0,,8.0,8.577777778,5.0,,,5.0,,,,,,10.0,,,,,,,,,,8076.0
VEN,1975,Venezuela,6.22,15.0,1.0,6.191176471,18.95,9.509536785,2.3,4.0,33.6,10.0,20,,,10.0,7.425178314,,,,,,,,,,1.0,2.7830181819999997,5.526039095,22.36980453,3.972,15.07,8.986,5.07,10.0,7.121009774,7.533333333,3.7,,,,,7.533333333,,,,10.0,,8.0,,8.0,8.511111111,5.0,9.76976977,,7.384884885,,,7.2441,,,0.0,,,,,,,,,5.24293006,11126.0
VNM,1975,Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924.0
YEM,1975,"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,0.7142857140000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2065.0
ZMB,1975,Zambia,4.11,57.0,4.0,1.761764706,34.01,8.228882834,7.0,0.0,94.0,0.0,70,,,0.0,2.497661885,,,,,,,,,,1.0,,8.356207732,8.218961342,5.096,12.26,7.166,-14.17,0.0,5.1545519330000005,8.266666667,2.6,,,,,8.266666667,,,,0.0,,2.0,,2.0,3.422222222,2.0,7.137137137000001,4.0,4.379045712,,,,,,10.0,,,,,,,,,5.384256752000001,2059.0
ZWE,1975,Zimbabwe,,,,7.123529412000001,15.78,,,4.0,39.3,,,,,,5.561764706,,,,,,,,,,0.0,,,,8.94,2.65,8.104,9.48,0.0,5.6813333329999995,8.6,2.1,,,,,8.6,,,,0.0,,,,,,2.0,,,2.0,,,,,,3.0,,,,,,,,,,4142.0
ALB,1970,Albania,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,,,,,,,,,,0.0,,,,,,,,,,2957.0
DZA,1970,Algeria,,,,5.536332367999999,21.17646995,,,7.0,24.4,,,,,,6.268166184,,,,,,,,,,0.5,2.816492391,7.8441024420000005,10.77948779,9.352,1.62,8.916,5.42,0.0,6.52802561,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,3.0,,,,,,,,,,6334.0
AGO,1970,Angola,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555560000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARG,1970,Argentina,5.67,33.0,3.0,7.928460123,13.04323558,,,4.0,33.6,,,,,,5.964230062,,,,,,,,,,0.8888888890000001,3.546694123,6.412953636,17.93523182,6.216,9.46,8.84,5.8,10.0,7.867238409,,,,,,,,,,,10.0,,2.0,,2.0,,5.0,8.958958959,,6.979479479,,,5.1759,5.718,,0.0,3.6313,,,,,,,,5.30538974,12259.0
ARM,1970,Armenia,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AUS,1970,Australia,6.93,14.0,2.0,6.166002746,19.03559066,,,4.0,30.0,,,,,,5.083001373,,,,,,,,,,1.0,8.033465217,9.964861541,0.17569229600000003,9.607999999999999,0.98,8.904,5.48,10.0,9.619215385,7.533333333,3.7,,,,,7.533333333,,,,10.0,,2.0,,2.0,6.511111111,8.0,5.765765766,10.0,7.921921922,,,5.1759,,,0.0,,,,,,,,,5.386294426,19990.0
AUT,1970,Austria,6.51,19.0,2.0,5.453119774,21.45939277,6.065440216,14.93983441,,,,,,,,5.759279995,,,,,,,,,,0.333333333,,9.742178307,1.289108465,9.708,0.73,9.052,4.74,5.0,8.375544577000001,8.266666667,2.6,,,,,8.266666667,,,,10.0,,2.0,,2.0,6.755555556,5.0,8.468468468,8.0,7.156156156000001,,,4.4865,5.013999999999999,,0.0,3.166833333,,,,,,,,5.161494745,13523.0
AZE,1970,Azerbaijan,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHS,1970,Bahamas,,,,,,9.752465747999999,1.408450704,,,,,,,,,,,,,,,,,,0.9459459459999999,,,,9.296,1.76,8.77,6.15,,9.033,4.733333333,7.9,,,,,4.733333333,,,,7.2,,0.0,,0.0,3.977777778,10.0,9.479479479,,9.73973974,,,,,,,,,,,,,,,,
BHR,1970,Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,0.5365853660000001,,7.9,10.5,9.44,1.4,9.674,1.63,,9.004666667,,,,,,,,,,,,,2.0,,2.0,,,10.0,,10.0,,,,,,,,,,,,,,,,14161.0
BGD,1970,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,0.7777777779999999,,,,7.0120000000000005,7.47,9.898,0.51,,8.455,,,,,,,,,,,,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,1380.0
BRD,1970,Barbados,,,,6.996041107999999,16.21346023,9.339555062,2.9238329239999996,8.0,19.2,,,,,,8.11186539,,,,,,,,,,0.871794872,,9.668096159,1.659519204,9.08,2.3,8.532,7.34,,9.093365386,6.6,5.1,,,,,6.6,,,,,,0.0,,0.0,,,9.54954955,,9.54954955,,,,,,,,,,,,,,,,
BEL,1970,Belgium,7.44,6.0,1.0,6.393464462000001,18.26222083,4.476514484,20.77119184,,,,,,,,5.434989473,,,,,,,,,,0.5555555560000001,6.491722224,9.748076382999999,1.259618084,9.724,0.69,9.09,4.55,10.0,9.640519096,9.733333333,0.4,,,,,9.733333333,,,,10.0,,10.0,,10.0,9.911111111,10.0,5.376296177,10.0,8.458765392,,,4.4865,3.342,,1.0,2.9428333330000003,,,,,,,,5.700799363,15724.0
BLZ,1970,Belize,,,,,,,,,,,,,,,,,,,,,,,,,0.837837838,,,,8.952,2.62,8.526,7.37,,8.738999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BEN,1970,Benin,,,,8.740515711,10.28224658,,,0.0,50.0,,,,,,4.370257855,,,,,,,,,,0.111111111,,8.809841889,5.950790552999999,9.3,1.75,8.99,5.05,0.0,6.774960472,,,,,,,,,,,9.6,,0.0,,0.0,,0.0,9.75975976,,4.87987988,,,,,,,,,,,,,,,,1752.0
BTN,1970,Bhutan,,,,,,,,,,,,,,,,,,,,,,,,,0.923076923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOL,1970,Bolivia,,,,,,9.877208511000001,0.950644765,2.0,44.0,,,,,,5.938604255,,,,,,,,,,0.7777777779999999,,9.323539474,3.3823026310000004,9.4,1.5,9.232000000000001,3.84,10.0,9.488884868,2.6,11.1,,,,,2.6,,,,2.2,,2.0,,2.0,2.266666667,,3.343343343,,3.343343343,,,,,,3.0,,,,,,,,,,1759.0
BIH,1970,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,0.962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424.0
BWA,1970,Botswana,,,,5.580960299,21.02473498,9.7352221,1.471734893,4.0,34.6,,,,,,6.4387274660000005,,,,,,,,,,1.0,,,,9.492,1.27,9.783999999999999,1.08,,9.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1489.0
BRA,1970,Brazil,5.28,38.0,3.0,7.5928241739999995,14.18439781,5.925411587,15.45373948,4.0,38.3,7.0,45,,,7.0,6.12955894,,,,,,,,,,0.5555555560000001,4.78742174,5.459782711,22.70108645,6.92,7.7,6.5760000000000005,17.12,5.0,5.988945677999999,5.6,6.6,,,,,5.6,,,,7.2,,0.0,,0.0,4.266666667,5.0,8.328328328,6.0,6.4427761089999995,,,5.1759,,,3.0,,,,,,,,,5.241610598,3275.0
BRN,1970,Brunei Darussalam,,,,,,,,,,,,,,,,,,,,,,,,,0.794871795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BGR,1970,Bulgaria,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,8447.0
BFA,1970,Burkina Faso,,,,,,,,,,,,,,,,,,,,,,,,,0.5555555560000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865.0
BDI,1970,Burundi,,,,8.783422794,10.1363625,,,0.0,72.5,,,,,,4.391711397,,,,,,,,,,0.8620689659999999,,9.142056545,4.289717277,8.432,3.92,8.964,5.18,,8.846018848,,,,,,,,,,,5.4,,0.0,,0.0,,2.0,4.3043043039999995,,3.1521521519999998,,,,,,,,,,,,,,,,1067.0
KHM,1970,Cambodia,,,,,,,,,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742.0
CMR,1970,Cameroon,,,,7.492543256,14.52535293,,,2.0,47.6,,,,,,4.746271628,,,,,,,,,,0.5555555560000001,,8.433494173,7.832529137000001,6.82,7.95,8.424,7.88,0.0,5.919373543,,,,,,,,,,,9.6,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,1359.0
CAN,1970,Canada,8.0,3.0,1.0,3.768244588,27.187968400000003,7.792915531,8.6,8.0,18.5,0.0,82-91,,,0.0,4.89029003,,,,,,,,,,1.0,8.3465,9.925546959,-0.372265206,9.812000000000001,0.47,9.036,4.82,10.0,9.69338674,8.4,2.4,,,,,8.4,,,,10.0,,8.0,,8.0,8.8,10.0,7.197197197,10.0,9.065732399,,,7.2441,5.102,,10.0,7.4487,,,,,,,,8.2572162,18849.0
CPV,1970,Cape Verde,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1639.0
CAF,1970,Central Afr. Rep.,,,,5.3174504869999994,21.92066834,,,0.0,68.3,,,,,,2.658725244,,,,,,,,,,0.666666667,,8.735643491,6.321782542999999,7.268,6.83,9.102,4.49,0.0,6.276410873,,,,,,,,,,,9.6,,0.0,,0.0,,0.0,,,0.0,,,,,,,,,,,,,,,,1435.0
TCD,1970,Chad,,,,4.804615152,23.66430848,,,,,,,,,,,,,,,,,,,,0.793103448,,8.966546665,5.167266677,9.42,1.45,9.228,3.86,0.0,6.903636666000001,,,,,,,,,,,9.6,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,1337.0
CHL,1970,Chile,3.58,53.0,4.0,7.202496904,15.51151053,5.944246489,15.38461538,2.0,42.1,,,,,,5.048914464,,,,,,,,,,0.7777777779999999,1.019288889,4.530253934,27.34873033,7.54,6.15,1.8619999999999999,40.69,10.0,5.983063483,9.2,1.2,0.0,105.0,,,4.6,,,,0.2,,2.0,,2.0,2.266666667,,,,,,,,,,3.0,,,,,,,,,,6702.0
CHN,1970,China,,,,,,,,0.0,67.4,,,,,,,,,,,,,,,,0.666666667,,,,8.404,3.99,9.056000000000001,-4.72,0.0,5.82,,,,,,,,,,,2.0,,0.0,,0.0,,0.0,,,0.0,,,4.4865,,,0.0,,,,,,,,,3.225840285,1291.0
COL,1970,Colombia,4.81,41.0,4.0,8.432819389,11.32841408,,,4.0,31.7,,,,,,6.216409693999999,,,,,,,,,,0.8888888890000001,2.6597622380000003,7.985569258,10.07215371,8.98,2.55,8.02,9.9,0.0,6.2463923139999995,4.6,8.1,,,,,4.6,,,,7.8,,0.0,,0.0,4.133333333,,,,,,,,,,3.0,,,,,,,,,,4209.0
COD,1970,"Congo, Dem. R.",4.26,51.0,4.0,7.207953604,15.49295775,,,0.0,56.8,,,,,,3.603976802,,,,,,,,,,0.333333333,,6.957202272000001,15.21398864,0.0,26.17,9.34,-3.3,10.0,6.574300568,0.0,19.7,,,,,0.0,,,,6.2,,2.0,,2.0,2.733333333,0.0,6.876876877000001,,3.438438438,,,,,,3.0,,,,,,,,,4.130111942,2266.0
COG,1970,"Congo, Rep. Of",,,,6.712618587000001,17.1770968,9.744624132,1.4372294369999998,7.0,24.8,,,,,,7.819080906,,,,,,,,,,0.793103448,,8.456103875,7.719480625,8.56,3.6,9.258,3.71,0.0,6.5685259689999995,4.88,7.68,,,,,4.88,,,,9.6,,0.0,,0.0,4.826666667,0.0,,,0.0,,,,,,,,,,,,,,,,1647.0
CRI,1970,Costa Rica,,,,7.47916025,14.57085515,9.805628384,1.21334383,6.0,28.2,,,,,,7.7615962110000005,,,,,,,,,,1.0,,9.212966908,3.935165462,9.107999999999999,2.23,8.536,7.32,10.0,9.214241727000001,7.266666667000001,4.1,,,,,7.266666667000001,,,,10.0,,5.0,,5.0,7.422222222,10.0,9.359359358999999,,9.67967968,,,,,,,,,,,,,,,,5829.0
